filepath,true_label,n_steps,prediction,reasoning,roc_probability,success,error,api_time,confidence_level,actual_steps,enough_steps
vasp-data-files/101101110001000000000110/OSZICAR,0,100,0,,,True,,11.043898344039917,Confident,100,True
vasp-data-files/101101111110111111010001/OSZICAR,0,100,0,,,True,,7.767403841018677,Confident,100,True
vasp-data-files/101101111111110011010001/OSZICAR,1,100,1,,,True,,7.074638366699219,Confident,100,True
vasp-data-files/101110000001100001100001/OSZICAR,0,100,0,,,True,,5.138288497924805,Confident,100,True
vasp-data-files/101110000100001010011000/OSZICAR,1,100,0,,,True,,3.026174306869507,Confident,100,True
vasp-data-files/101110000100111110100000/OSZICAR,0,100,1,,,True,,3.574002504348755,Confident,100,True
vasp-data-files/101110000101000001101111/OSZICAR,1,100,0,,,True,,15.885507583618164,Confident,100,True
vasp-data-files/101110000101110011000100/OSZICAR,1,100,0,,,True,,3.7604446411132812,Confident,100,True
vasp-data-files/101110001101010111010001/OSZICAR,0,100,0,,,True,,2.8467133045196533,Confident,100,True
vasp-data-files/101110001110011101010011/OSZICAR,0,100,0,,,True,,4.728288650512695,Confident,100,True
vasp-data-files/101110010100111011000100/OSZICAR,1,100,0,,,True,,2.9020721912384033,Confident,100,True
vasp-data-files/101110011001010001000110/OSZICAR,0,100,1,,,True,,7.888042688369751,Confident,100,True
vasp-data-files/101110101100010000111110/OSZICAR,0,100,0,,,True,,2.833422899246216,Confident,100,True
vasp-data-files/101110111010110011001111/OSZICAR,0,100,1,,,True,,2.5174832344055176,Confident,100,True
vasp-data-files/101111000001111110100000/OSZICAR,0,100,0,,,True,,2.7640485763549805,Confident,100,True
vasp-data-files/101111000100011100100100/OSZICAR,1,100,0,,,True,,9.14081883430481,Confident,100,True
vasp-data-files/101111000100111010100011/OSZICAR,1,100,1,,,True,,5.024146795272827,Confident,100,True
vasp-data-files/101111000110011100100100/OSZICAR,0,100,1,,,True,,3.3871612548828125,Confident,100,True
vasp-data-files/101111001000100011010111/OSZICAR,1,100,1,,,True,,11.39372706413269,Confident,100,True
vasp-data-files/101111001011100011100001/OSZICAR,1,100,0,,,True,,2.8573238849639893,Confident,100,True
vasp-data-files/101111001100010010100010/OSZICAR,1,100,1,,,True,,3.0457189083099365,Confident,100,True
vasp-data-files/101111001100010011100010/OSZICAR,1,100,0,,,True,,3.4244563579559326,Confident,100,True
vasp-data-files/101111010100110000100100/OSZICAR,0,100,0,,,True,,3.213322877883911,Confident,100,True
vasp-data-files/101111010101001111101011/OSZICAR,1,100,1,,,True,,6.1814868450164795,Confident,100,True
vasp-data-files/101111100000000011101101/OSZICAR,0,100,0,,,True,,13.313007116317749,Confident,100,True
vasp-data-files/101111100100111011100011/OSZICAR,1,100,1,,,True,,10.61854100227356,Confident,100,True
vasp-data-files/101111100101000010111111/OSZICAR,0,100,0,,,True,,3.1138370037078857,Confident,100,True
vasp-data-files/101111100101111000100000/OSZICAR,1,100,1,,,True,,4.037397861480713,Confident,100,True
vasp-data-files/101111100110001111111101/OSZICAR,1,100,0,,,True,,3.119182586669922,Confident,100,True
vasp-data-files/101111101101011010111100/OSZICAR,1,100,1,,,True,,2.595856189727783,Confident,100,True
vasp-data-files/110000000011100101010001/OSZICAR,0,100,1,,,True,,3.466031789779663,Confident,100,True
vasp-data-files/110000010011000011011001/OSZICAR,0,100,1,,,True,,17.689528703689575,Confident,100,True
vasp-data-files/110000010110101101010011/OSZICAR,0,100,0,,,True,,3.945068359375,Confident,100,True
vasp-data-files/110000011001000011111010/OSZICAR,1,100,1,,,True,,3.279006004333496,Confident,100,True
vasp-data-files/110000011100011000001011/OSZICAR,1,100,1,,,True,,8.921351909637451,Confident,100,True
vasp-data-files/110000011100111100000000/OSZICAR,0,100,0,,,True,,6.166438579559326,Confident,100,True
vasp-data-files/110000101000000110101100/OSZICAR,0,100,0,,,True,,6.219945192337036,Confident,100,True
vasp-data-files/110000101010001110011011/OSZICAR,0,100,0,,,True,,6.07355523109436,Confident,100,True
vasp-data-files/110000110001111111010001/OSZICAR,1,100,1,,,True,,13.01569414138794,Confident,100,True
vasp-data-files/110000111011001111011011/OSZICAR,0,100,0,,,True,,4.015792369842529,Confident,100,True
vasp-data-files/110000111110100001010011/OSZICAR,0,100,0,,,True,,3.2960987091064453,Confident,100,True
vasp-data-files/110001000011001111101110/OSZICAR,0,100,0,,,True,,3.139150381088257,Confident,100,True
vasp-data-files/110001001100001101110101/OSZICAR,0,100,0,,,True,,3.0934877395629883,Confident,100,True
vasp-data-files/110001010101000001010111/OSZICAR,1,100,1,,,True,,3.262065887451172,Confident,100,True
vasp-data-files/110001011011111101111011/OSZICAR,1,100,1,,,True,,3.732703685760498,Confident,100,True
vasp-data-files/110001101111010110111011/OSZICAR,1,100,0,,,True,,3.1759982109069824,Confident,100,True
vasp-data-files/110001110110000110011100/OSZICAR,0,100,0,,,True,,3.3959951400756836,Confident,100,True
vasp-data-files/110001111011001111111001/OSZICAR,1,100,1,,,True,,9.712782859802246,Confident,100,True
vasp-data-files/110001111110110011011111/OSZICAR,0,100,0,,,True,,5.2153801918029785,Confident,100,True
vasp-data-files/110010001001100111111001/OSZICAR,1,100,1,,,True,,4.657891035079956,Confident,100,True
